Year,지역,Value
2011,0.전국,21.6
2012,0.전국,49.3
2013,0.전국,66.2
2014,0.전국,73.4
2015,0.전국,77.6
2016,0.전국,81.6
2017,0.전국,84.8
2018,0.전국,87.2
2019,0.전국,88.5
2020,0.전국,91.0
2021,0.전국,92.8
2011,1.수도권,26.0
2012,1.수도권,55.9
2013,1.수도권,74.5
2014,1.수도권,81.9
2015,1.수도권,84.5
2016,1.수도권,86.9
2017,1.수도권,89.0
2018,1.수도권,90.6
2019,1.수도권,91.3
2020,1.수도권,93.2
2021,1.수도권,95.0
2011,2.충청권,18.1
2012,2.충청권,47.6
2013,2.충청권,63.9
2014,2.충청권,69.1
2015,2.충청권,70.7
2016,2.충청권,75.5
2017,2.충청권,78.7
2018,2.충청권,80.7
2019,2.충청권,82.5
2020,2.충청권,86.3
2021,2.충청권,90.5
2011,3.호남권,22.0
2012,3.호남권,46.4
2013,3.호남권,61.6
2014,3.호남권,66.9
2015,3.호남권,75.4
2016,3.호남권,79.7
2017,3.호남권,83.2
2018,3.호남권,86.4
2019,3.호남권,86.6
2020,3.호남권,88.3
2021,3.호남권,90.5
2011,4.대경권,19.9
2012,4.대경권,45.4
2013,4.대경권,58.5
2014,4.대경권,66.4
2015,4.대경권,75.2
2016,4.대경권,79.3
2017,4.대경권,83.1
2018,4.대경권,85.6
2019,4.대경권,86.4
2020,4.대경권,90.2
2021,4.대경권,91.4
2011,5.동남권,6.8
2012,5.동남권,29.3
2013,5.동남권,47.7
2014,5.동남권,57.9
2015,5.동남권,61.7
2016,5.동남권,70.2
2017,5.동남권,76.7
2018,5.동남권,82.0
2019,5.동남권,88.9
2020,5.동남권,92.2
2021,5.동남권,92.5
2011,6.강원권,24.6
2012,6.강원권,47.7
2013,6.강원권,60.8
2014,6.강원권,63.6
2015,6.강원권,65.2
2016,6.강원권,75.7
2017,6.강원권,80.1
2018,6.강원권,84.9
2019,6.강원권,80.9
2020,6.강원권,81.8
2021,6.강원권,83.1
2011,7.제주권,13.8
2012,7.제주권,39.8
2013,7.제주권,54.2
2014,7.제주권,64.0
2015,7.제주권,68.2
2016,7.제주권,71.1
2017,7.제주권,78.3
2018,7.제주권,79.3
2019,7.제주권,88.3
2020,7.제주권,86.1
2021,7.제주권,82.6
