Year,시도,Value
2004.0,0.전국,4.46
2005.0,0.전국,4.17
2006.0,0.전국,4.22
2007.0,0.전국,4.88
2008.0,0.전국,4.33
2009.0,0.전국,5.62
2010.0,0.전국,5.62
2011.0,0.전국,5.9
2012.0,0.전국,5.63
2013.0,0.전국,5.41
2014.0,0.전국,5.33
2015.0,0.전국,5.32
2016.0,0.전국,5.67
2017.0,0.전국,6.01
2018.0,0.전국,5.96
2019.0,0.전국,5.29
2020.0,0.전국,5.7
2021.0,0.전국,6.8
2022.5,0.전국,6.73
2011.0,1.수도권,7.024287948
2012.0,1.수도권,6.690435722
2013.0,1.수도권,6.219373954
2014.0,1.수도권,6.110663314
2015.0,1.수도권,5.939241339
2016.0,1.수도권,6.42144631
2017.0,1.수도권,6.916928233
2018.0,1.수도권,6.896752096
2019.0,1.수도권,6.297723594
2020.0,1.수도권,6.427654905
2004.0,2.서울특별시,5.8
2005.0,2.서울특별시,5.97
2006.0,2.서울특별시,5.68
2007.0,2.서울특별시,6.13
2008.0,2.서울특별시,5.09
2009.0,2.서울특별시,7.64
2010.0,2.서울특별시,7.79
2011.0,2.서울특별시,7.92
2012.0,2.서울특별시,7.75
2013.0,2.서울특별시,7.1
2014.0,2.서울특별시,7.11
2015.0,2.서울특별시,6.7
2016.0,2.서울특별시,7.3
2017.0,2.서울특별시,7.93
2018.0,2.서울특별시,7.87
2019.0,2.서울특별시,7.57
2020.0,2.서울특별시,7.39
2021.0,2.서울특별시,8.68
2022.5,2.서울특별시,8.43
2004.0,3.인천광역시,4.42
2005.0,3.인천광역시,3.02
2006.0,3.인천광역시,4.11
2007.0,3.인천광역시,4.92
2008.0,3.인천광역시,4.79
2009.0,3.인천광역시,6.1
2010.0,3.인천광역시,6.41
2011.0,3.인천광역시,6.43
2012.0,3.인천광역시,5.95
2013.0,3.인천광역시,5.58
2014.0,3.인천광역시,5.4
2015.0,3.인천광역시,5.44
2016.0,3.인천광역시,5.89
2017.0,3.인천광역시,6.25
2018.0,3.인천광역시,6.23
2019.0,3.인천광역시,5.4
2020.0,3.인천광역시,5.63
2021.0,3.인천광역시,7.37
2022.5,3.인천광역시,8.18
2004.0,4.경기도,4.95
2005.0,4.경기도,4.84
2006.0,4.경기도,4.73
2007.0,4.경기도,5.57
2008.0,4.경기도,4.88
2009.0,4.경기도,6.24
2010.0,4.경기도,6.31
2011.0,4.경기도,6.59
2012.0,4.경기도,6.24
2013.0,4.경기도,5.88
2014.0,4.경기도,5.69
2015.0,4.경기도,5.6
2016.0,4.경기도,5.96
2017.0,4.경기도,6.46
2018.0,4.경기도,6.49
2019.0,4.경기도,5.85
2020.0,4.경기도,6.2
2021.0,4.경기도,7.68
2022.5,4.경기도,9.02
