Year,지역,Value
2011.0,0.전국,24.1
2012.0,0.전국,33.3
2013.0,0.전국,34.1
2014.0,0.전국,42.2
2015.0,0.전국,33.3
2016.0,0.전국,42.4
2017.0,0.전국,29.7
2018.0,0.전국,40.8
2019.0,0.전국,39.1
2020.0,0.전국,42.7
2021.0,0.전국,34.0
2022.0,0.전국,43.3
2023.0,0.전국,42.2
2011.0,1.수도권,25.8
2012.0,1.수도권,32.4
2013.0,1.수도권,35.0
2014.0,1.수도권,43.0
2015.0,1.수도권,34.4
2016.0,1.수도권,42.5
2017.0,1.수도권,30.1
2018.0,1.수도권,40.3
2019.0,1.수도권,40.6
2020.0,1.수도권,44.9
2021.0,1.수도권,33.3
2022.0,1.수도권,42.5
2023.0,1.수도권,41.3
2011.0,2.충청권,24.4
2012.0,2.충청권,33.3
2013.0,2.충청권,35.0
2014.0,2.충청권,44.7
2015.0,2.충청권,35.6
2016.0,2.충청권,43.6
2017.0,2.충청권,29.9
2018.0,2.충청권,42.4
2019.0,2.충청권,39.7
2020.0,2.충청권,40.4
2021.0,2.충청권,39.1
2022.0,2.충청권,47.4
2023.0,2.충청권,46.7
2011.0,3.호남권,22.3
2012.0,3.호남권,35.7
2013.0,3.호남권,32.7
2014.0,3.호남권,40.4
2015.0,3.호남권,31.6
2016.0,3.호남권,42.9
2017.0,3.호남권,31.6
2018.0,3.호남권,43.6
2019.0,3.호남권,38.7
2020.0,3.호남권,41.7
2021.0,3.호남권,37.9
2022.0,3.호남권,44.9
2023.0,3.호남권,44.1
2011.0,4.대경권,20.3
2012.0,4.대경권,31.6
2013.0,4.대경권,31.2
2014.0,4.대경권,37.2
2015.0,4.대경권,29.9
2016.0,4.대경권,38.9
2017.0,4.대경권,25.8
2018.0,4.대경권,38.0
2019.0,4.대경권,36.2
2020.0,4.대경권,33.8
2021.0,4.대경권,29.1
2022.0,4.대경권,42.6
2023.0,4.대경권,37.8
2011.0,5.동남권,22.7
2012.0,5.동남권,35.2
2013.0,5.동남권,33.1
2014.0,5.동남권,42.8
2015.0,5.동남권,31.2
2016.0,5.동남권,42.6
2017.0,5.동남권,29.5
2018.0,5.동남권,41.3
2019.0,5.동남권,36.2
2020.0,5.동남권,42.6
2021.0,5.동남권,32.4
2022.0,5.동남권,42.0
2023.0,5.동남권,42.3
2011.0,6.강원권,21.6
2012.0,6.강원권,36.8
2013.0,6.강원권,36.3
2014.0,6.강원권,41.2
2015.0,6.강원권,33.7
2016.0,6.강원권,45.7
2017.0,6.강원권,30.2
2018.0,6.강원권,42.3
2019.0,6.강원권,37.4
2020.0,6.강원권,45.8
2021.0,6.강원권,37.5
2022.0,6.강원권,45.6
2023.0,6.강원권,47.1
2011.0,7.제주권,26.8
2012.0,7.제주권,32.9
2013.0,7.제주권,35.3
2014.0,7.제주권,43.3
2015.0,7.제주권,36.0
2016.0,7.제주권,46.0
2017.0,7.제주권,31.2
2018.0,7.제주권,38.9
2019.0,7.제주권,40.2
2020.0,7.제주권,47.8
2021.0,7.제주권,38.5
2022.0,7.제주권,48.2
2023.0,7.제주권,44.7
,,
