Year,지역,Value
2015,0.전국,85.1
2016,0.전국,88.3
2017,0.전국,90.3
2018,0.전국,91.5
2019,0.전국,91.8
2020,0.전국,91.9
2021,0.전국,93.0
2022,0.전국,93.0
2015,1.수도권,86.3
2016,1.수도권,88.4
2017,1.수도권,90.2
2018,1.수도권,91.5
2019,1.수도권,91.7
2020,1.수도권,92.2
2021,1.수도권,93.8
2022,1.수도권,92.7
2015,2.충청권,79.4
2016,2.충청권,87.3
2017,2.충청권,89.6
2018,2.충청권,92.6
2019,2.충청권,95.6
2020,2.충청권,94.0
2021,2.충청권,91.3
2022,2.충청권,92.9
2015,3.호남권,80.9
2016,3.호남권,85.8
2017,3.호남권,88.7
2018,3.호남권,89.7
2019,3.호남권,86.7
2020,3.호남권,88.3
2021,3.호남권,90.3
2022,3.호남권,92.0
2015,4.대경권,88.8
2016,4.대경권,89.0
2017,4.대경권,91.2
2018,4.대경권,93.5
2019,4.대경권,96.3
2020,4.대경권,94.8
2021,4.대경권,92.4
2022,4.대경권,94.7
2015,5.동남권,88.0
2016,5.동남권,92.4
2017,5.동남권,92.9
2018,5.동남권,92.3
2019,5.동남권,91.2
2020,5.동남권,91.9
2021,5.동남권,95.8
2022,5.동남권,95.2
2015,6.강원권,74.1
2016,6.강원권,74.6
2017,6.강원권,83.1
2018,6.강원권,83.7
2019,6.강원권,84.9
2020,6.강원권,80.6
2021,6.강원권,82.0
2022,6.강원권,83.1
2015,7.제주권,85.9
2016,7.제주권,86.3
2017,7.제주권,86.7
2018,7.제주권,88.9
2019,7.제주권,88.8
2020,7.제주권,89.1
2021,7.제주권,87.8
2022,7.제주권,96.0
