Year,지역,Value
2017,0.전국,5.55 
2018,0.전국,7.01 
2019,0.전국,-4.40 
2020,0.전국,15.52 
2021,0.전국,-4.49 
2022,0.전국,-7.09 
2017,1.수도권,6.29 
2018,1.수도권,11.57 
2019,1.수도권,-5.86 
2020,1.수도권,19.22 
2021,1.수도권,-2.95 
2022,1.수도권,-9.95 
2017,2.충청권,4.68 
2018,2.충청권,2.47 
2019,2.충청권,0.28 
2020,2.충청권,14.13 
2021,2.충청권,-5.01 
2022,2.충청권,-1.99 
2017,3.호남권,14.09 
2018,3.호남권,6.95 
2019,3.호남권,-5.98 
2020,3.호남권,8.59 
2021,3.호남권,-10.08 
2022,3.호남권,-3.87 
2017,4.대경권,2.26 
2018,4.대경권,1.25 
2019,4.대경권,-1.05 
2020,4.대경권,6.59 
2021,4.대경권,-4.25 
2022,4.대경권,-3.35 
2017,5.동남권,1.31 
2018,5.동남권,-1.96 
2019,5.동남권,-2.18 
2020,5.동남권,12.43 
2021,5.동남권,-6.20 
2022,5.동남권,-4.62 
2017,6.강원권,2.69 
2018,6.강원권,1.98 
2019,6.강원권,-2.39 
2020,6.강원권,16.53 
2021,6.강원권,-7.86 
2022,6.강원권,1.40 
2017,7.제주권,1.05 
2018,7.제주권,1.79 
2019,7.제주권,-9.75 
2020,7.제주권,8.18 
2021,7.제주권,-6.42 
2022,7.제주권,-4.01 
