Year,지역,Value
2010,0.전국,29.1
2011,0.전국,29.0
2012,0.전국,29.4
2013,0.전국,29.7
2014,0.전국,29.6
2015,0.전국,29.6
2016,0.전국,30.0
2017,0.전국,30.4
2018,0.전국,30.5
2019,0.전국,30.9
2020,0.전국,30.3
2021,0.전국,30.9
2010,1.수도권,31.3
2011,1.수도권,31.1
2012,1.수도권,31.6
2013,1.수도권,32.1
2014,1.수도권,32.0
2015,1.수도권,32.0
2016,1.수도권,32.2
2017,1.수도권,32.6
2018,1.수도권,32.8
2019,1.수도권,33.1
2020,1.수도권,32.3
2021,1.수도권,33.0
2010,2.충청권,27.1
2011,2.충청권,27.3
2012,2.충청권,27.5
2013,2.충청권,27.5
2014,2.충청권,27.8
2015,2.충청권,27.6
2016,2.충청권,27.9
2017,2.충청권,28.3
2018,2.충청권,28.1
2019,2.충청권,28.6
2020,2.충청권,28.1
2021,2.충청권,28.5
2010,3.호남권,29.1
2011,3.호남권,29.3
2012,3.호남권,29.5
2013,3.호남권,29.5
2014,3.호남권,29.2
2015,3.호남권,29.1
2016,3.호남권,29.9
2017,3.호남권,30.3
2018,3.호남권,30.5
2019,3.호남권,30.7
2020,3.호남권,29.3
2021,3.호남권,29.8
2010,4.대경권,25.8
2011,4.대경권,26.1
2012,4.대경권,26.4
2013,4.대경권,26.5
2014,4.대경권,26.2
2015,4.대경권,26.0
2016,4.대경권,26.9
2017,4.대경권,27.2
2018,4.대경권,27.3
2019,4.대경권,28.0
2020,4.대경권,27.5
2021,4.대경권,28.3
2010,5.동남권,24.9
2011,5.동남권,24.9
2012,5.동남권,25.2
2013,5.동남권,25.4
2014,5.동남권,25.4
2015,5.동남권,25.3
2016,5.동남권,25.9
2017,5.동남권,26.4
2018,5.동남권,26.8
2019,5.동남권,27.2
2020,5.동남권,27.2
2021,5.동남권,27.7
2010,6.강원권,28.0
2011,6.강원권,28.5
2012,6.강원권,28.6
2013,6.강원권,29.2
2014,6.강원권,29.3
2015,6.강원권,29.4
2016,6.강원권,29.9
2017,6.강원권,30.2
2018,6.강원권,30.5
2019,6.강원권,30.7
2020,6.강원권,30.4
2021,6.강원권,31.0
2010,7.제주권,31.5
2011,7.제주권,31.4
2012,7.제주권,31.4
2013,7.제주권,32.0
2014,7.제주권,31.1
2015,7.제주권,30.6
2016,7.제주권,29.4
2017,7.제주권,29.1
2018,7.제주권,29.3
2019,7.제주권,29.5
2020,7.제주권,28.5
2021,7.제주권,28.7
