Year,지역,Value
2015,0.전국,25.5
2016,0.전국,25.9
2017,0.전국,24.9
2018,0.전국,23.1
2019,0.전국,23.1
2020,0.전국,18.7
2021,0.전국,18.2
2022,0.전국,17.5
2015,1.수도권,24.8
2016,1.수도권,26.9
2017,1.수도권,26.0
2018,1.수도권,24.2
2019,1.수도권,25.2
2020,1.수도권,20.6
2021,1.수도권,20.6
2022,1.수도권,19.3
2015,2.충청권,28.9
2016,2.충청권,24.8
2017,2.충청권,23.9
2018,2.충청권,22.5
2019,2.충청권,25.8
2020,2.충청권,20.4
2021,2.충청권,19.8
2022,2.충청권,19.2
2015,3.호남권,26.9
2016,3.호남권,25.8
2017,3.호남권,24.6
2018,3.호남권,22.8
2019,3.호남권,22.0
2020,3.호남권,17.2
2021,3.호남권,17.1
2022,3.호남권,16.7
2015,4.대경권,25.9
2016,4.대경권,23.7
2017,4.대경권,23.3
2018,4.대경권,23.1
2019,4.대경권,21.0
2020,4.대경권,17.5
2021,4.대경권,16.8
2022,4.대경권,16.5
2015,5.동남권,25.4
2016,5.동남권,25.7
2017,5.동남권,24.6
2018,5.동남권,21.8
2019,5.동남권,19.8
2020,5.동남권,16.4
2021,5.동남권,15.3
2022,5.동남권,15.2
2015,6.강원권,26.0
2016,6.강원권,28.3
2017,6.강원권,25.7
2018,6.강원권,22.4
2019,6.강원권,21.1
2020,6.강원권,17.0
2021,6.강원권,14.9
2022,6.강원권,14.6
2015,7.제주권,23.1
2016,7.제주권,22.2
2017,7.제주권,21.8
2018,7.제주권,19.0
2019,7.제주권,18.6
2020,7.제주권,15.5
2021,7.제주권,13.5
2022,7.제주권,14.0
