Year,지역,Value
2001,수도권,543443
2002,수도권,590498
2003,수도권,611190
2004,수도권,630832
2005,수도권,661802
2006,수도권,705500
2007,수도권,746081
2008,수도권,764324
2009,수도권,772894
2010,수도권,824031
2011,수도권,849096
2012,수도권,873546
2013,수도권,902795
2014,수도권,934530
2015,수도권,970612
2016,수도권,1005660
2017,수도권,1056050
2018,수도권,1104680
2019,수도권,1126470
2020,수도권,1127010
2001,서울,279089
2002,서울,302491
2003,서울,311127
2004,서울,311895
2005,서울,326671
2006,서울,346327
2007,서울,367060
2008,서울,377681
2009,서울,379555
2010,서울,394080
2011,서울,405404
2012,서울,410095
2013,서울,413715
2014,서울,421485
2015,서울,431691
2016,서울,442949
2017,서울,452015
2018,서울,471732
2019,서울,489405
2020,서울,487930
2001,인천,52259
2002,인천,58337
2003,인천,59532
2004,인천,63099
2005,인천,64811
2006,인천,69245
2007,인천,74433
2008,인천,71903
2009,인천,72817
2010,인천,79583
2011,인천,80006
2012,인천,81459
2013,인천,84268
2014,인천,89784
2015,인천,93457
2016,인천,96812
2017,인천,99052
2018,인천,98785
2019,인천,101086
2020,인천,99782
2001,경기,212096
2002,경기,229670
2003,경기,240531
2004,경기,255838
2005,경기,270321
2006,경기,289928
2007,경기,304588
2008,경기,314739
2009,경기,320523
2010,경기,350369
2011,경기,363686
2012,경기,381992
2013,경기,404812
2014,경기,423261
2015,경기,445464
2016,경기,465902
2017,경기,504978
2018,경기,534163
2019,경기,535980
2020,경기,539297
2001,도쿄,834720
2002,도쿄,838540
2003,도쿄,860711
2004,도쿄,896830
2005,도쿄,920996
2006,도쿄,983046
2007,도쿄,994120
2008,도쿄,988817
2009,도쿄,934536
2010,도쿄,955911
2011,도쿄,995149
2012,도쿄,998201
2013,도쿄,1015900
2014,도쿄,1004330
2015,도쿄,1009910
2016,도쿄,1011770
2017,도쿄,1020590
2018,도쿄,1030980
2001,오사카,355703
2002,오사카,350769
2003,오사카,353317
2004,오사카,360162
2005,오사카,364944
2006,오사카,373829
2007,오사카,376954
2008,오사카,367262
2009,오사카,351660
2010,오사카,361243
2011,오사카,373186
2012,오사카,370987
2013,오사카,374862
2014,오사카,375743
2015,오사카,375587
2016,오사카,373110
2017,오사카,384800
2018,오사카,387148
2001,캐나다(*),1220600
2002,캐나다(*),1256080
2003,캐나다(*),1279520
2004,캐나다(*),1318170
2005,캐나다(*),1360880
2006,캐나다(*),1393980
2007,캐나다(*),1425310
2008,캐나다(*),1439600
2009,캐나다(*),1394270
2010,캐나다(*),1435010
2011,캐나다(*),1479920
2012,캐나다(*),1503690
2013,캐나다(*),1540050
2014,캐나다(*),1585080
2015,캐나다(*),1594850
2016,캐나다(*),1607590
2017,캐나다(*),1663930
2018,캐나다(*),1716840
2019,캐나다(*),1749250
2020,캐나다(*),1665270
2001,호주(*),750797
2002,호주(*),774157
2003,호주(*),806709
2004,호주(*),832202
2005,호주(*),854898
2006,호주(*),887111
2007,호주(*),918846
2008,호주(*),935997
2009,호주(*),956329
2010,호주(*),979956
2011,호주(*),1018340
2012,호주(*),1044810
2013,호주(*),1071600
2014,호주(*),1094880
2015,호주(*),1124890
2016,호주(*),1150720
2017,호주(*),1183750
2018,호주(*),1208770
2019,호주(*),1208730
2020,호주(*),1226560
2001,파리,242553
2002,파리,239575
2003,파리,236157
2004,파리,236988
2005,파리,241737
2006,파리,240777
2007,파리,250285
2008,파리,247774
2009,파리,238343
2010,파리,254531
2011,파리,255852
2012,파리,259670
2013,파리,261034
2014,파리,262796
2015,파리,265333
2016,파리,270571
2017,파리,278336
2018,파리,288836
2019,파리,301050
2020,파리,274084
2001,베를린,132762
2002,베를린,130545
2003,베를린,127713
2004,베를린,126428
2005,베를린,128516
2006,베를린,132963
2007,베를린,136444
2008,베를린,141489
2009,베를린,139244
2010,베를린,143735
2011,베를린,149196
2012,베를린,149255
2013,베를린,150532
2014,베를린,155138
2015,베를린,160533
2016,베를린,168951
2017,베를린,176584
2018,베를린,183769
2019,베를린,189067
2020,베를린,182628
2001,스톡홀롬,101515
2002,스톡홀롬,103871
2003,스톡홀롬,105497
2004,스톡홀롬,112217
2005,스톡홀롬,116738
2006,스톡홀롬,120380
2007,스톡홀롬,126708
2008,스톡홀롬,126562
2009,스톡홀롬,128185
2010,스톡홀롬,131428
2011,스톡홀롬,137649
2012,스톡홀롬,137909
2013,스톡홀롬,140635
2014,스톡홀롬,146643
2015,스톡홀롬,155002
2016,스톡홀롬,157099
2017,스톡홀롬,158083
2018,스톡홀롬,162632
2019,스톡홀롬,167489
2020,스톡홀롬,165559
