Year,시도,시군구,Value
2017,0.전국,,38
2018,0.전국,,38.2
2019,0.전국,,44.6
2020,0.전국,,35.5
2021,0.전국,,36.9
2022,0.전국,,43.4
2023,0.전국,,45.6
2017,1.수도권,,25.8
2018,1.수도권,,26.3
2019,1.수도권,,26.6
2020,1.수도권,,23.4
2021,1.수도권,,24.3
2022,1.수도권,,30
2023,1.수도권,,31.7
2017,2.서울특별시,,17.4
2018,2.서울특별시,,18.8
2019,2.서울특별시,,17.8
2020,2.서울특별시,,16
2021,2.서울특별시,,16.5
2022,2.서울특별시,,21.3
2023,2.서울특별시,,21.1
2017,2.서울특별시,강남구,16.9
2018,2.서울특별시,강남구,18.7
2019,2.서울특별시,강남구,17.9
2020,2.서울특별시,강남구,16.2
2021,2.서울특별시,강남구,16.4
2022,2.서울특별시,강남구,22.3
2023,2.서울특별시,강남구,21.6
2017,2.서울특별시,강동구,20.5
2018,2.서울특별시,강동구,21.7
2019,2.서울특별시,강동구,20.5
2020,2.서울특별시,강동구,19.1
2021,2.서울특별시,강동구,19.7
2022,2.서울특별시,강동구,24
2023,2.서울특별시,강동구,23.7
2017,2.서울특별시,강북구,21
2018,2.서울특별시,강북구,22.7
2019,2.서울특별시,강북구,21
2020,2.서울특별시,강북구,18.7
2021,2.서울특별시,강북구,19.4
2022,2.서울특별시,강북구,24.1
2023,2.서울특별시,강북구,24
2017,2.서울특별시,강서구,16.1
2018,2.서울특별시,강서구,17.6
2019,2.서울특별시,강서구,16.9
2020,2.서울특별시,강서구,15
2021,2.서울특별시,강서구,15.5
2022,2.서울특별시,강서구,20.3
2023,2.서울특별시,강서구,20
2017,2.서울특별시,관악구,17.4
2018,2.서울특별시,관악구,19.2
2019,2.서울특별시,관악구,18.1
2020,2.서울특별시,관악구,16.6
2021,2.서울특별시,관악구,17.2
2022,2.서울특별시,관악구,22
2023,2.서울특별시,관악구,21.3
2017,2.서울특별시,광진구,17
2018,2.서울특별시,광진구,18.4
2019,2.서울특별시,광진구,17.7
2020,2.서울특별시,광진구,16
2021,2.서울특별시,광진구,16.6
2022,2.서울특별시,광진구,20.5
2023,2.서울특별시,광진구,20.3
2017,2.서울특별시,구로구,16.7
2018,2.서울특별시,구로구,17.9
2019,2.서울특별시,구로구,16.8
2020,2.서울특별시,구로구,15.2
