Year,시도,시군구,Value
2015,0.전국,,56.0
2016,0.전국,,55.5
2017,0.전국,,55.9
2018,0.전국,,56.2
2019,0.전국,,56.3
2020,0.전국,,56.1
2021,0.전국,,56.2
2015,1.수도권,,53.4
2016,1.수도권,,53.0
2017,1.수도권,,53.2
2018,1.수도권,,53.4
2019,1.수도권,,53.3
2020,1.수도권,,53.1
2021,1.수도권,,53.3
2015,2.서울특별시,,49.6
2016,2.서울특별시,,49.3
2017,2.서울특별시,,49.2
2018,2.서울특별시,,49.1
2019,2.서울특별시,,48.6
2020,2.서울특별시,,48.4
2021,2.서울특별시,,48.8
2016,2.서울특별시,강남구,48.5
2017,2.서울특별시,강남구,48.6
2018,2.서울특별시,강남구,49.0
2019,2.서울특별시,강남구,48.6
2020,2.서울특별시,강남구,48.6
2021,2.서울특별시,강남구,49.7
2016,2.서울특별시,강동구,47.2
2017,2.서울특별시,강동구,46.9
2018,2.서울특별시,강동구,47.2
2019,2.서울특별시,강동구,46.8
2020,2.서울특별시,강동구,48.6
2021,2.서울특별시,강동구,48.8
2016,2.서울특별시,강북구,49.7
2017,2.서울특별시,강북구,49.7
2018,2.서울특별시,강북구,50.0
2019,2.서울특별시,강북구,49.7
2020,2.서울특별시,강북구,49.6
2021,2.서울특별시,강북구,49.8
2016,2.서울특별시,강서구,49.2
2017,2.서울특별시,강서구,48.3
2018,2.서울특별시,강서구,47.8
2019,2.서울특별시,강서구,46.8
2020,2.서울특별시,강서구,46.0
2021,2.서울특별시,강서구,45.9
2016,2.서울특별시,관악구,37.7
2017,2.서울특별시,관악구,37.6
2018,2.서울특별시,관악구,37.1
2019,2.서울특별시,관악구,36.1
2020,2.서울특별시,관악구,35.5
2021,2.서울특별시,관악구,35.3
2016,2.서울특별시,광진구,42.2
2017,2.서울특별시,광진구,42.3
2018,2.서울특별시,광진구,42.2
2019,2.서울특별시,광진구,42.3
2020,2.서울특별시,광진구,41.9
2021,2.서울특별시,광진구,42.1
2016,2.서울특별시,구로구,54.1
2017,2.서울특별시,구로구,54.5
2018,2.서울특별시,구로구,54.7
2019,2.서울특별시,구로구,53.9
2020,2.서울특별시,구로구,54.0
2021,2.서울특별시,구로구,53.6
2016,2.서울특별시,금천구,46.3
2017,2.서울특별시,금천구,47.3
2018,2.서울특별시,금천구,47.2
2019,2.서울특별시,금천구,46.5
2020,2.서울특별시,금천구,45.2
2021,2.서울특별시,금천구,44.2
2016,2.서울특별시,노원구,56.1
