Year,지역,Value
2006,0.전국,79.4
2008,0.전국,74.7
2010,0.전국,80.9
2012,0.전국,56.8
2014,0.전국,79.8
2016,0.전국,83.9
2017,0.전국,86.2
2018,0.전국,85.9
2019,0.전국,84.8
2020,0.전국,86.4
2006,1.수도권,78.7
2008,1.수도권,75.1
2010,1.수도권,79.5
2012,1.수도권,56.8
2014,1.수도권,79.3
2016,1.수도권,84.3
2017,1.수도권,86.2
2018,1.수도권,85.6
2019,1.수도권,85.8
2020,1.수도권,86.4
2006,2.충청권,82.7
2008,2.충청권,75.6
2010,2.충청권,82.5
2012,2.충청권,56.6
2014,2.충청권,78.6
2016,2.충청권,78.3
2017,2.충청권,85.7
2018,2.충청권,85.3
2019,2.충청권,86.9
2020,2.충청권,84.1
2006,3.호남권,80.7
2008,3.호남권,76.3
2010,3.호남권,82.9
2012,3.호남권,51.3
2014,3.호남권,79.8
2016,3.호남권,87.3
2017,3.호남권,87.2
2018,3.호남권,87.0
2019,3.호남권,82.5
2020,3.호남권,85.7
2006,4.대경권,78.8
2008,4.대경권,65.5
2010,4.대경권,81.6
2012,4.대경권,56.0
2014,4.대경권,72.0
2016,4.대경권,79.7
2017,4.대경권,80.9
2018,4.대경권,84.0
2019,4.대경권,75.7
2020,4.대경권,85.1
2006,5.동남권,78.2
2008,5.동남권,77.2
2010,5.동남권,80.0
2012,5.동남권,62.6
2014,5.동남권,85.2
2016,5.동남권,85.7
2017,5.동남권,88.2
2018,5.동남권,86.7
2019,5.동남권,86.7
2020,5.동남권,88.1
2006,6.강원권,81.2
2008,6.강원권,74.9
2010,6.강원권,88.6
2012,6.강원권,47.4
2014,6.강원권,89.7
2016,6.강원권,88.3
2017,6.강원권,92.7
2018,6.강원권,89.3
2019,6.강원권,87.5
2020,6.강원권,92.6
2006,7.제주권,82.7
2008,7.제주권,84.1
2010,7.제주권,90.6
2012,7.제주권,60.3
2014,7.제주권,86.7
2016,7.제주권,90.7
2017,7.제주권,89.8
2018,7.제주권,88.3
2019,7.제주권,89.5
2020,7.제주권,89.0
