Year,지역,Value
2005,한국,0.65
2006,한국,0.47
2007,한국,0.13
2008,한국,0.72
2009,한국,0.7
2010,한국,0.71
2011,한국,0.82
2012,한국,0.87
2013,한국,0.44
2014,한국,-0.06
2015,한국,0.21
2016,한국,0.49
2017,한국,0.78
2018,한국,0.77
2019,한국,0.76
2020,한국,0.54
2021,한국,0.92
2005,일본,0.06
2006,일본,-0.14
2007,일본,0.5
2008,일본,0.48
2009,일본,0.23
2010,일본,-0.02
2011,일본,-0.03
2012,일본,0.03
2013,일본,0.04
2014,일본,0.22
2015,일본,-0.05
2016,일본,0.39
2017,일본,0.19
2018,일본,0.2
2019,일본,0.27
2020,일본,0.21
2021,일본,0.48
2005,미국,0.89
2006,미국,1.79
2007,미국,1.58
2008,미국,2.16
2009,미국,1.09
2010,미국,1.4
2011,미국,1.56
2012,미국,1.31
2013,미국,1.29
2014,미국,1.21
2015,미국,2.65
2016,미국,2.56
2017,미국,1.66
2018,미국,1.05
2019,미국,1.11
2020,미국,0.79
2021,미국,1.66
2005,캐나다,2.19
2006,캐나다,4.57
2007,캐나다,7.95
2008,캐나다,3.96
2009,캐나다,1.65
2010,캐나다,1.76
2011,캐나다,2.21
2012,캐나다,2.36
2013,캐나다,3.76
2014,캐나다,3.27
2015,캐나다,2.82
2016,캐나다,2.36
2017,캐나다,1.38
2018,캐나다,2.19
2019,캐나다,2.88
2020,캐나다,1.41
2021,캐나다,3.0
2005,호주,-3.7
2006,호주,3.21
2007,호주,4.21
2008,호주,4.42
2009,호주,3.12
2010,호주,2.8
2011,호주,3.81
2012,호주,3.74
2013,호주,3.65
2014,호주,4.0
2015,호주,2.38
2016,호주,3.7
2017,호주,3.2
2018,호주,4.71
2019,호주,2.85
2020,호주,1.42
2021,호주,1.85
2005,독일,1.67
2006,독일,1.86
2007,독일,2.34
2008,독일,0.22
2009,독일,0.7
2010,독일,1.93
2011,독일,1.8
2012,독일,0.8
2013,독일,0.34
2014,독일,-0.08
2015,독일,0.91
2016,독일,0.45
2017,독일,1.32
2018,독일,1.81
2019,독일,1.35
2020,독일,1.68
2021,독일,0.74
2005,영국,7.22
2006,영국,5.45
2007,영국,5.72
2008,영국,3.14
2009,영국,3.72
2010,영국,2.34
2011,영국,1.59
2012,영국,2.06
2013,영국,1.86
2014,영국,0.81
2015,영국,1.34
2016,영국,9.6
2017,영국,3.62
2018,영국,3.07
2019,영국,1.61
2020,영국,0.67
2021,영국,0.86
2005,스웨덴,2.96
2006,스웨덴,6.51
2007,스웨덴,5.87
2008,스웨덴,7.12
2009,스웨덴,2.31
2010,스웨덴,0.03
2011,스웨덴,2.26
2012,스웨덴,2.96
2013,스웨덴,0.7
2014,스웨덴,0.69
2015,스웨덴,1.67
2016,스웨덴,3.71
2017,스웨덴,2.31
2018,스웨덴,0.69
2019,스웨덴,1.71
2020,스웨덴,3.47
2021,스웨덴,4.3
